player,date,game_num,score,LOSS
Dad,2022-06-02 00:16:11,348,5,0.0
Dad,2022-06-01 00:05:50,347,4,0.0
Dad,2022-05-31 08:10:37,346,3,0.0
Dad,2022-05-30 00:06:07,345,4,0.0
Dad,2022-05-29 00:38:18,344,3,0.0
Dad,2022-05-28 00:49:03,343,4,0.0
Dad,2022-05-27 09:32:35,342,4,0.0
Dad,2022-05-26 08:08:04,341,4,0.0
Dad,2022-05-25 08:20:15,340,5,0.0
Dad,2022-05-24 09:59:14,339,4,0.0
Dad,2022-05-22 00:12:53,337,3,0.0
Dad,2022-05-21 01:03:15,336,5,0.0
Dad,2022-05-20 00:08:28,335,4,0.0
Dad,2022-05-19 00:12:23,334,6,0.0
Dad,2022-05-18 00:03:49,333,3,0.0
Dad,2022-05-17 00:19:12,332,5,0.0
Dad,2022-05-16 07:10:52,331,3,0.0
Dad,2022-05-15 00:11:13,330,3,0.0
Dad,2022-05-14 00:29:03,329,2,0.0
Dad,2022-05-13 00:31:05,328,4,0.0
Dad,2022-05-12 09:56:35,327,4,0.0
Dad,2022-05-12 09:56:26,326,4,0.0
Dad,2022-05-10 11:18:27,325,4,0.0
Dad,2022-05-09 00:13:40,324,6,0.0
Dad,2022-05-08 12:31:26,323,6,0.0
Dad,2022-05-07 00:07:45,322,4,0.0
Dad,2022-05-06 08:51:15,321,6,0.0
Dad,2022-05-05 00:09:26,320,3,0.0
Dad,2022-05-04 00:10:23,319,5,0.0
Dad,2022-05-03 00:06:00,318,5,0.0
Dad,2022-05-02 00:26:39,317,4,0.0
Dad,2022-05-01 00:21:01,316,6,0.0
Dad,2022-04-30 00:37:13,315,4,0.0
Dad,2022-04-29 00:09:04,314,4,0.0
Dad,2022-04-28 00:26:24,313,5,0.0
Dad,2022-04-27 07:44:06,312,4,0.0
Dad,2022-04-26 08:28:50,311,3,0.0
Dad,2022-04-25 00:27:30,310,4,0.0
Dad,2022-04-24 11:05:23,309,4,0.0
Dad,2022-04-23 00:43:38,308,4,0.0
Dad,2022-04-22 00:17:02,307,4,0.0
Dad,2022-04-21 10:22:43,306,4,0.0
Dad,2022-04-20 00:25:41,305,6,0.0
Dad,2022-04-19 10:20:44,304,6,0.0
Dad,2022-04-18 00:07:29,303,5,0.0
Dad,2022-04-17 01:04:31,302,3,0.0
Dad,2022-04-16 00:59:20,301,4,0.0
Dad,2022-04-15 00:57:21,300,6,0.0
Dad,2022-04-14 01:08:42,299,2,0.0
Dad,2022-04-13 00:57:52,298,4,0.0
Dad,2022-04-12 01:03:48,297,3,0.0
Dad,2022-04-11 01:01:37,296,4,0.0
Dad,2022-04-10 01:39:58,295,5,0.0
Dad,2022-04-17 17:03:46,294,2,0.0
Dad,2022-04-09 01:01:55,294,3,0.0
Dad,2022-04-08 00:58:37,293,4,0.0
Dad,2022-04-07 01:06:00,292,5,0.0
Dad,2022-04-06 10:32:32,291,5,0.0
Dad,2022-04-05 01:26:28,290,4,0.0
Dad,2022-04-04 01:24:11,289,5,0.0
Dad,2022-04-03 01:19:46,288,6,0.0
Dad,2022-04-02 01:54:03,287,4,0.0
Dad,2022-04-01 00:30:15,286,5,0.0
Dad,2022-03-31 00:21:21,285,6,0.0
Dad,2022-03-29 00:29:05,283,5,0.0
Dad,2022-03-28 00:28:30,282,3,0.0
Dad,2022-03-27 00:42:20,281,4,0.0
Dad,2022-03-26 00:42:45,280,3,0.0
Dad,2022-03-25 01:05:31,279,3,0.0
Dad,2022-03-24 01:04:39,278,4,0.0
Dad,2022-03-23 01:17:31,277,5,0.0
Dad,2022-03-22 00:53:29,276,4,0.0
Dad,2022-03-21 01:24:17,275,4,0.0
Dad,2022-03-20 19:41:35,274,5,0.0
Dad,2022-03-19 09:45:07,273,4,0.0
Dad,2022-03-18 01:26:29,272,4,0.0
Dad,2022-03-17 01:10:04,271,4,0.0
Dad,2022-03-16 01:09:35,270,5,0.0
Dad,2022-03-15 00:54:03,269,4,0.0
Dad,2022-03-14 15:58:26,268,4,0.0
Dad,2022-03-13 01:33:27,267,3,0.0
Dad,2022-03-12 01:06:49,266,4,0.0
Dad,2022-03-11 00:55:28,265,2,0.0
Dad,2022-03-10 00:55:23,264,2,0.0
Dad,2022-03-09 00:49:41,263,3,0.0
Dad,2022-03-08 01:01:33,262,4,0.0
Dad,2022-03-07 01:15:44,261,5,0.0
Dad,2022-03-06 00:52:56,260,4,0.0
Dad,2022-03-05 01:25:00,259,4,0.0
Dad,2022-03-04 01:06:56,258,3,0.0
Dad,2022-03-03 00:57:42,257,3,0.0
Dad,2022-03-02 01:03:02,256,3,0.0
