player,date,game_num,score,LOSS
Dad,2022-03-01 10:50:46,255,5,0.0
Dad,2022-02-28 00:45:44,254,3,0.0
Dad,2022-02-27 01:31:06,253,4,0.0
Dad,2022-02-26 13:21:30,252,4,0.0
Dad,2022-02-25 01:10:20,251,5,0.0
Dad,2022-02-24 01:09:44,250,2,0.0
Dad,2022-02-23 00:57:34,249,4,0.0
Dad,2022-02-22 00:50:07,248,3,0.0
Dad,2022-02-21 01:11:03,247,4,0.0
Dad,2022-02-20 09:35:10,246,4,0.0
Dad,2022-02-19 00:49:21,245,6,0.0
Dad,2022-02-18 01:13:23,244,5,0.0
Dad,2022-02-17 01:11:54,243,4,0.0
Dad,2022-02-16 00:11:46,242,4,0.0
Dad,2022-02-15 01:26:33,241,4,0.0
Dad,2022-02-14 01:25:17,240,5,0.0
Dad,2022-02-13 01:12:06,239,3,0.0
Dad,2022-02-12 01:04:00,238,5,0.0
Dad,2022-02-11 01:32:41,237,3,0.0
Dad,2022-02-09 01:24:54,235,5,0.0
Dad,2022-02-08 01:22:21,234,6,0.0
Dad,2022-02-07 01:09:32,233,3,0.0
Dad,2022-02-04 01:43:39,230,3,0.0
